            perf [012] 77432.209723396:                        ffffffff8134d93e new_slab+0xe 		sub $0x8, %rsp
            perf [012] 77432.209723396:                        ffffffff8134d942 new_slab+0x12 		test $0xfe000006, %esi
            perf [012] 77432.209723400:   jcc                  ffffffff8134d948 new_slab+0x18 		jnz 0xffffffff8134d974 	 IPC: 1.75 (7/4) 
            perf [012] 77432.209723400:                        ffffffff8134d94a new_slab+0x1a 		cmpq  $0x0, 0x48(%r12)
            perf [012] 77432.209723400:   jcc                  ffffffff8134d950 new_slab+0x20 		jz 0xffffffff8134d95c
            perf [012] 77432.209723400:                        ffffffff8134d95c new_slab+0x2c 		mov %r12, %rdi
            perf [012] 77432.209723400:                        ffffffff8134d95f new_slab+0x2f 		and $0x3beee0, %esi
            perf [012] 77432.209723401:   tr end  call         ffffffff8134d965 new_slab+0x35 		callq  0xffffffff8134d4d0 	 IPC: 2.50 (5/2) 
            perf [012] 77432.209724635:                        ffffffff8134d96a new_slab+0x3a 		movq  -0x8(%rbp), %r12
            perf [012] 77432.209724635:                        ffffffff8134d96e new_slab+0x3e 		leaveq  
            perf [012] 77432.209724636:   tr end  return       ffffffff8134d96f new_slab+0x3f 		retq   	 IPC: 3.00 (3/1) 
            perf [000] 77432.211308134:   tr end  call         ffffffff8134d930 new_slab+0x0 		callq  0xffffffffc0970000 	 IPC: 0.01 (1/73) 
            perf [000] 77432.211318845:                        ffffffff8134d935 new_slab+0x5 		pushq  %rbp
            perf [000] 77432.211318845:                        ffffffff8134d936 new_slab+0x6 		mov %rsp, %rbp
            perf [000] 77432.211318845:                        ffffffff8134d939 new_slab+0x9 		pushq  %r12
            perf [000] 77432.211318845:                        ffffffff8134d93b new_slab+0xb 		mov %rdi, %r12
            perf [000] 77432.211318845:                        ffffffff8134d93e new_slab+0xe 		sub $0x8, %rsp
            perf [000] 77432.211318845:                        ffffffff8134d942 new_slab+0x12 		test $0xfe000006, %esi
            perf [000] 77432.211318845:   jcc                  ffffffff8134d948 new_slab+0x18 		jnz 0xffffffff8134d974
            perf [000] 77432.211318845:                        ffffffff8134d94a new_slab+0x1a 		cmpq  $0x0, 0x48(%r12)
            perf [000] 77432.211318845:   jcc                  ffffffff8134d950 new_slab+0x20 		jz 0xffffffff8134d95c
            perf [000] 77432.211318845:                        ffffffff8134d95c new_slab+0x2c 		mov %r12, %rdi
            perf [000] 77432.211318845:                        ffffffff8134d95f new_slab+0x2f 		and $0x3beee0, %esi
            perf [000] 77432.211318872:   tr end  call         ffffffff8134d965 new_slab+0x35 		callq  0xffffffff8134d4d0 	 IPC: 0.34 (12/35) 
            perf [000] 77432.211327811:                        ffffffff8134d96a new_slab+0x3a 		movq  -0x8(%rbp), %r12
            perf [000] 77432.211327811:                        ffffffff8134d96e new_slab+0x3e 		leaveq  
            perf [000] 77432.211327812:   tr end  return       ffffffff8134d96f new_slab+0x3f 		retq   	 IPC: 3.00 (3/1) 
            perf [000] 77432.211474951:   tr end  call         ffffffff8134d930 new_slab+0x0 		callq  0xffffffffc0970000 	 IPC: 1.00 (1/1) 
            perf [000] 77432.211476695:                        ffffffff8134d935 new_slab+0x5 		pushq  %rbp
            perf [000] 77432.211476695:                        ffffffff8134d936 new_slab+0x6 		mov %rsp, %rbp
            perf [000] 77432.211476695:                        ffffffff8134d939 new_slab+0x9 		pushq  %r12
            perf [000] 77432.211476695:                        ffffffff8134d93b new_slab+0xb 		mov %rdi, %r12
            perf [000] 77432.211476695:                        ffffffff8134d93e new_slab+0xe 		sub $0x8, %rsp
            perf [000] 77432.211476695:                        ffffffff8134d942 new_slab+0x12 		test $0xfe000006, %esi
            perf [000] 77432.211476695:   jcc                  ffffffff8134d948 new_slab+0x18 		jnz 0xffffffff8134d974
            perf [000] 77432.211476695:                        ffffffff8134d94a new_slab+0x1a 		cmpq  $0x0, 0x48(%r12)
            perf [000] 77432.211476695:   jcc                  ffffffff8134d950 new_slab+0x20 		jz 0xffffffff8134d95c
            perf [000] 77432.211476695:                        ffffffff8134d95c new_slab+0x2c 		mov %r12, %rdi
            perf [000] 77432.211476695:                        ffffffff8134d95f new_slab+0x2f 		and $0x3beee0, %esi
            perf [000] 77432.211476697:   tr end  call         ffffffff8134d965 new_slab+0x35 		callq  0xffffffff8134d4d0 	 IPC: 4.00 (12/3) 
            perf [000] 77432.211477643:                        ffffffff8134d96a new_slab+0x3a 		movq  -0x8(%rbp), %r12
            perf [000] 77432.211477643:                        ffffffff8134d96e new_slab+0x3e 		leaveq  
            perf [000] 77432.211477643:   tr end  return       ffffffff8134d96f new_slab+0x3f 		retq   	 IPC: 3.00 (3/1) 
            perf [000] 77432.211621896:   tr end  call         ffffffff8134d930 new_slab+0x0 		callq  0xffffffffc0970000 	 IPC: 1.00 (1/1) 
            perf [000] 77432.211623217:                        ffffffff8134d935 new_slab+0x5 		pushq  %rbp
            perf [000] 77432.211623217:                        ffffffff8134d936 new_slab+0x6 		mov %rsp, %rbp
            perf [000] 77432.211623217:                        ffffffff8134d939 new_slab+0x9 		pushq  %r12
            perf [000] 77432.211623217:                        ffffffff8134d93b new_slab+0xb 		mov %rdi, %r12
            perf [000] 77432.211623217:                        ffffffff8134d93e new_slab+0xe 		sub $0x8, %rsp
            perf [000] 77432.211623217:                        ffffffff8134d942 new_slab+0x12 		test $0xfe000006, %esi
            perf [000] 77432.211623217:   jcc                  ffffffff8134d948 new_slab+0x18 		jnz 0xffffffff8134d974
            perf [000] 77432.211623217:                        ffffffff8134d94a new_slab+0x1a 		cmpq  $0x0, 0x48(%r12)
            perf [000] 77432.211623217:   jcc                  ffffffff8134d950 new_slab+0x20 		jz 0xffffffff8134d95c
            perf [000] 77432.211623217:                        ffffffff8134d95c new_slab+0x2c 		mov %r12, %rdi
            perf [000] 77432.211623217:                        ffffffff8134d95f new_slab+0x2f 		and $0x3beee0, %esi
            perf [000] 77432.211623220:   tr end  call         ffffffff8134d965 new_slab+0x35 		callq  0xffffffff8134d4d0 	 IPC: 4.00 (12/3) 
            perf [000] 77432.211624167:                        ffffffff8134d96a new_slab+0x3a 		movq  -0x8(%rbp), %r12
            perf [000] 77432.211624167:                        ffffffff8134d96e new_slab+0x3e 		leaveq  
            perf [000] 77432.211624167:   tr end  return       ffffffff8134d96f new_slab+0x3f 		retq   	 IPC: 3.00 (3/1) 
            perf [000] 77432.211765846:   tr end  call         ffffffff8134d930 new_slab+0x0 		callq  0xffffffffc0970000 	 IPC: 1.00 (1/1) 
            perf [000] 77432.211767160:                        ffffffff8134d935 new_slab+0x5 		pushq  %rbp
            perf [000] 77432.211767160:                        ffffffff8134d936 new_slab+0x6 		mov %rsp, %rbp
            perf [000] 77432.211767160:                        ffffffff8134d939 new_slab+0x9 		pushq  %r12
            perf [000] 77432.211767160:                        ffffffff8134d93b new_slab+0xb 		mov %rdi, %r12
            perf [000] 77432.211767160:                        ffffffff8134d93e new_slab+0xe 		sub $0x8, %rsp
            perf [000] 77432.211767160:                        ffffffff8134d942 new_slab+0x12 		test $0xfe000006, %esi
            perf [000] 77432.211767160:   jcc                  ffffffff8134d948 new_slab+0x18 		jnz 0xffffffff8134d974
            perf [000] 77432.211767160:                        ffffffff8134d94a new_slab+0x1a 		cmpq  $0x0, 0x48(%r12)
            perf [000] 77432.211767160:   jcc                  ffffffff8134d950 new_slab+0x20 		jz 0xffffffff8134d95c
            perf [000] 77432.211767160:                        ffffffff8134d95c new_slab+0x2c 		mov %r12, %rdi
            perf [000] 77432.211767160:                        ffffffff8134d95f new_slab+0x2f 		and $0x3beee0, %esi
            perf [000] 77432.211767163:   tr end  call         ffffffff8134d965 new_slab+0x35 		callq  0xffffffff8134d4d0 	 IPC: 4.00 (12/3) 
            perf [000] 77432.211768093:                        ffffffff8134d96a new_slab+0x3a 		movq  -0x8(%rbp), %r12
            perf [000] 77432.211768093:                        ffffffff8134d96e new_slab+0x3e 		leaveq  
            perf [000] 77432.211768094:   tr end  return       ffffffff8134d96f new_slab+0x3f 		retq   	 IPC: 3.00 (3/1) 
            perf [000] 77432.225162967:   tr end  call         ffffffff8134d930 new_slab+0x0 		callq  0xffffffffc0970000 	 IPC: 0.01 (1/76) 
            perf [000] 77432.225171817:                        ffffffff8134d935 new_slab+0x5 		pushq  %rbp
            perf [000] 77432.225171817:                        ffffffff8134d936 new_slab+0x6 		mov %rsp, %rbp
            perf [000] 77432.225171817:                        ffffffff8134d939 new_slab+0x9 		pushq  %r12
            perf [000] 77432.225171817:                        ffffffff8134d93b new_slab+0xb 		mov %rdi, %r12
            perf [000] 77432.225171817:                        ffffffff8134d93e new_slab+0xe 		sub $0x8, %rsp
            perf [000] 77432.225171817:                        ffffffff8134d942 new_slab+0x12 		test $0xfe000006, %esi
            perf [000] 77432.225171817:   jcc                  ffffffff8134d948 new_slab+0x18 		jnz 0xffffffff8134d974
            perf [000] 77432.225171817:                        ffffffff8134d94a new_slab+0x1a 		cmpq  $0x0, 0x48(%r12)
            perf [000] 77432.225171817:   jcc                  ffffffff8134d950 new_slab+0x20 		jz 0xffffffff8134d95c
            perf [000] 77432.225171817:                        ffffffff8134d95c new_slab+0x2c 		mov %r12, %rdi
            perf [000] 77432.225171817:                        ffffffff8134d95f new_slab+0x2f 		and $0x3beee0, %esi
            perf [000] 77432.225171846:   tr end  call         ffffffff8134d965 new_slab+0x35 		callq  0xffffffff8134d4d0 	 IPC: 0.34 (12/35) 
            perf [000] 77432.225173739:                        ffffffff8134d96a new_slab+0x3a 		movq  -0x8(%rbp), %r12
            perf [000] 77432.225173739:                        ffffffff8134d96e new_slab+0x3e 		leaveq  
            perf [000] 77432.225173740:   tr end  return       ffffffff8134d96f new_slab+0x3f 		retq   	 IPC: 3.00 (3/1) 
            perf [000] 77432.225334795:   tr end  call         ffffffff8134d930 new_slab+0x0 		callq  0xffffffffc0970000 	 IPC: 1.00 (1/1) 
            perf [000] 77432.225336647:                        ffffffff8134d935 new_slab+0x5 		pushq  %rbp
            perf [000] 77432.225336647:                        ffffffff8134d936 new_slab+0x6 		mov %rsp, %rbp
            perf [000] 77432.225336647:                        ffffffff8134d939 new_slab+0x9 		pushq  %r12
            perf [000] 77432.225336647:                        ffffffff8134d93b new_slab+0xb 		mov %rdi, %r12
            perf [000] 77432.225336647:                        ffffffff8134d93e new_slab+0xe 		sub $0x8, %rsp
            perf [000] 77432.225336647:                        ffffffff8134d942 new_slab+0x12 		test $0xfe000006, %esi
            perf [000] 77432.225336647:   jcc                  ffffffff8134d948 new_slab+0x18 		jnz 0xffffffff8134d974
            perf [000] 77432.225336647:                        ffffffff8134d94a new_slab+0x1a 		cmpq  $0x0, 0x48(%r12)
            perf [000] 77432.225336647:   jcc                  ffffffff8134d950 new_slab+0x20 		jz 0xffffffff8134d95c
            perf [000] 77432.225336647:                        ffffffff8134d95c new_slab+0x2c 		mov %r12, %rdi
            perf [000] 77432.225336647:                        ffffffff8134d95f new_slab+0x2f 		and $0x3beee0, %esi
            perf [000] 77432.225336649:   tr end  call         ffffffff8134d965 new_slab+0x35 		callq  0xffffffff8134d4d0 	 IPC: 4.00 (12/3) 
            perf [000] 77432.225337656:                        ffffffff8134d96a new_slab+0x3a 		movq  -0x8(%rbp), %r12
            perf [000] 77432.225337656:                        ffffffff8134d96e new_slab+0x3e 		leaveq  
            perf [000] 77432.225337657:   tr end  return       ffffffff8134d96f new_slab+0x3f 		retq   	 IPC: 3.00 (3/1) 
            perf [000] 77432.225618472:   tr end  call         ffffffff8134d930 new_slab+0x0 		callq  0xffffffffc0970000 	 IPC: 1.00 (1/1) 
            perf [000] 77432.225620320:                        ffffffff8134d935 new_slab+0x5 		pushq  %rbp
            perf [000] 77432.225620320:                        ffffffff8134d936 new_slab+0x6 		mov %rsp, %rbp
            perf [000] 77432.225620320:                        ffffffff8134d939 new_slab+0x9 		pushq  %r12
            perf [000] 77432.225620320:                        ffffffff8134d93b new_slab+0xb 		mov %rdi, %r12
            perf [000] 77432.225620320:                        ffffffff8134d93e new_slab+0xe 		sub $0x8, %rsp
            perf [000] 77432.225620320:                        ffffffff8134d942 new_slab+0x12 		test $0xfe000006, %esi
            perf [000] 77432.225620320:   jcc                  ffffffff8134d948 new_slab+0x18 		jnz 0xffffffff8134d974
            perf [000] 77432.225620320:                        ffffffff8134d94a new_slab+0x1a 		cmpq  $0x0, 0x48(%r12)
            perf [000] 77432.225620320:   jcc                  ffffffff8134d950 new_slab+0x20 		jz 0xffffffff8134d95c
            perf [000] 77432.225620320:                        ffffffff8134d95c new_slab+0x2c 		mov %r12, %rdi
            perf [000] 77432.225620320:                        ffffffff8134d95f new_slab+0x2f 		and $0x3beee0, %esi
            perf [000] 77432.225620323:   tr end  call         ffffffff8134d965 new_slab+0x35 		callq  0xffffffff8134d4d0 	 IPC: 4.00 (12/3) 
            perf [000] 77432.225621525:                        ffffffff8134d96a new_slab+0x3a 		movq  -0x8(%rbp), %r12
            perf [000] 77432.225621525:                        ffffffff8134d96e new_slab+0x3e 		leaveq  
            perf [000] 77432.225621525:   tr end  return       ffffffff8134d96f new_slab+0x3f 		retq   	 IPC: 3.00 (3/1) 
            perf [000] 77432.225777985:   tr end  call         ffffffff8134d930 new_slab+0x0 		callq  0xffffffffc0970000 	 IPC: 1.00 (1/1) 
            perf [000] 77432.225779460:                        ffffffff8134d935 new_slab+0x5 		pushq  %rbp
            perf [000] 77432.225779460:                        ffffffff8134d936 new_slab+0x6 		mov %rsp, %rbp
            perf [000] 77432.225779460:                        ffffffff8134d939 new_slab+0x9 		pushq  %r12
            perf [000] 77432.225779460:                        ffffffff8134d93b new_slab+0xb 		mov %rdi, %r12
            perf [000] 77432.225779460:                        ffffffff8134d93e new_slab+0xe 		sub $0x8, %rsp
            perf [000] 77432.225779460:                        ffffffff8134d942 new_slab+0x12 		test $0xfe000006, %esi
            perf [000] 77432.225779460:   jcc                  ffffffff8134d948 new_slab+0x18 		jnz 0xffffffff8134d974
            perf [000] 77432.225779460:                        ffffffff8134d94a new_slab+0x1a 		cmpq  $0x0, 0x48(%r12)
            perf [000] 77432.225779460:   jcc                  ffffffff8134d950 new_slab+0x20 		jz 0xffffffff8134d95c
            perf [000] 77432.225779460:                        ffffffff8134d95c new_slab+0x2c 		mov %r12, %rdi
            perf [000] 77432.225779460:                        ffffffff8134d95f new_slab+0x2f 		and $0x3beee0, %esi
            perf [000] 77432.225779465:   tr end  call         ffffffff8134d965 new_slab+0x35 		callq  0xffffffff8134d4d0 	 IPC: 2.40 (12/5) 
            perf [000] 77432.225780542:                        ffffffff8134d96a new_slab+0x3a 		movq  -0x8(%rbp), %r12
            perf [000] 77432.225780542:                        ffffffff8134d96e new_slab+0x3e 		leaveq  
            perf [000] 77432.225780542:   tr end  return       ffffffff8134d96f new_slab+0x3f 		retq   	 IPC: 3.00 (3/1) 
            perf [000] 77432.225935522:   tr end  call         ffffffff8134d930 new_slab+0x0 		callq  0xffffffffc0970000 	 IPC: 1.00 (1/1) 
            perf [000] 77432.225936880:                        ffffffff8134d935 new_slab+0x5 		pushq  %rbp
            perf [000] 77432.225936880:                        ffffffff8134d936 new_slab+0x6 		mov %rsp, %rbp
            perf [000] 77432.225936880:                        ffffffff8134d939 new_slab+0x9 		pushq  %r12
            perf [000] 77432.225936880:                        ffffffff8134d93b new_slab+0xb 		mov %rdi, %r12
            perf [000] 77432.225936880:                        ffffffff8134d93e new_slab+0xe 		sub $0x8, %rsp
            perf [000] 77432.225936880:                        ffffffff8134d942 new_slab+0x12 		test $0xfe000006, %esi
            perf [000] 77432.225936880:   jcc                  ffffffff8134d948 new_slab+0x18 		jnz 0xffffffff8134d974
            perf [000] 77432.225936880:                        ffffffff8134d94a new_slab+0x1a 		cmpq  $0x0, 0x48(%r12)
            perf [000] 77432.225936880:   jcc                  ffffffff8134d950 new_slab+0x20 		jz 0xffffffff8134d95c
            perf [000] 77432.225936880:                        ffffffff8134d95c new_slab+0x2c 		mov %r12, %rdi
            perf [000] 77432.225936880:                        ffffffff8134d95f new_slab+0x2f 		and $0x3beee0, %esi
            perf [000] 77432.225936884:   tr end  call         ffffffff8134d965 new_slab+0x35 		callq  0xffffffff8134d4d0 	 IPC: 2.40 (12/5) 
            perf [000] 77432.225938013:                        ffffffff8134d96a new_slab+0x3a 		movq  -0x8(%rbp), %r12
            perf [000] 77432.225938013:                        ffffffff8134d96e new_slab+0x3e 		leaveq  
            perf [000] 77432.225938014:   tr end  return       ffffffff8134d96f new_slab+0x3f 		retq   	 IPC: 3.00 (3/1) 
            perf [000] 77432.226126088:   tr end  call         ffffffff8134d930 new_slab+0x0 		callq  0xffffffffc0970000 	 IPC: 1.00 (1/1) 
            perf [000] 77432.226127555:                        ffffffff8134d935 new_slab+0x5 		pushq  %rbp
            perf [000] 77432.226127555:                        ffffffff8134d936 new_slab+0x6 		mov %rsp, %rbp
            perf [000] 77432.226127555:                        ffffffff8134d939 new_slab+0x9 		pushq  %r12
            perf [000] 77432.226127555:                        ffffffff8134d93b new_slab+0xb 		mov %rdi, %r12
            perf [000] 77432.226127555:                        ffffffff8134d93e new_slab+0xe 		sub $0x8, %rsp
            perf [000] 77432.226127555:                        ffffffff8134d942 new_slab+0x12 		test $0xfe000006, %esi
            perf [000] 77432.226127558:   jcc                  ffffffff8134d948 new_slab+0x18 		jnz 0xffffffff8134d974 	 IPC: 2.33 (7/3) 
            perf [000] 77432.226127558:                        ffffffff8134d94a new_slab+0x1a 		cmpq  $0x0, 0x48(%r12)
            perf [000] 77432.226127558:   jcc                  ffffffff8134d950 new_slab+0x20 		jz 0xffffffff8134d95c
            perf [000] 77432.226127558:                        ffffffff8134d95c new_slab+0x2c 		mov %r12, %rdi
            perf [000] 77432.226127558:                        ffffffff8134d95f new_slab+0x2f 		and $0x3beee0, %esi
            perf [000] 77432.226127560:   tr end  call         ffffffff8134d965 new_slab+0x35 		callq  0xffffffff8134d4d0 	 IPC: 2.50 (5/2) 
            perf [000] 77432.226128649:                        ffffffff8134d96a new_slab+0x3a 		movq  -0x8(%rbp), %r12
            perf [000] 77432.226128649:                        ffffffff8134d96e new_slab+0x3e 		leaveq  
            perf [000] 77432.226128650:   tr end  return       ffffffff8134d96f new_slab+0x3f 		retq   	 IPC: 3.00 (3/1) 
            perf [000] 77432.322668866:   tr end  call         ffffffff8134d930 new_slab+0x0 		callq  0xffffffffc0970000 	 IPC: 0.00 (1/174) 
            perf [000] 77432.322680634:                        ffffffff8134d935 new_slab+0x5 		pushq  %rbp
            perf [000] 77432.322680634:                        ffffffff8134d936 new_slab+0x6 		mov %rsp, %rbp
            perf [000] 77432.322680634:                        ffffffff8134d939 new_slab+0x9 		pushq  %r12
            perf [000] 77432.322680634:                        ffffffff8134d93b new_slab+0xb 		mov %rdi, %r12
            perf [000] 77432.322680634:                        ffffffff8134d93e new_slab+0xe 		sub $0x8, %rsp
            perf [000] 77432.322680634:                        ffffffff8134d942 new_slab+0x12 		test $0xfe000006, %esi
            perf [000] 77432.322680634:   jcc                  ffffffff8134d948 new_slab+0x18 		jnz 0xffffffff8134d974
            perf [000] 77432.322680634:                        ffffffff8134d94a new_slab+0x1a 		cmpq  $0x0, 0x48(%r12)
            perf [000] 77432.322680634:   jcc                  ffffffff8134d950 new_slab+0x20 		jz 0xffffffff8134d95c
            perf [000] 77432.322680634:                        ffffffff8134d95c new_slab+0x2c 		mov %r12, %rdi
            perf [000] 77432.322680634:                        ffffffff8134d95f new_slab+0x2f 		and $0x3beee0, %esi
            perf [000] 77432.322680671:   tr end  call         ffffffff8134d965 new_slab+0x35 		callq  0xffffffff8134d4d0 	 IPC: 0.27 (12/44) 
            perf [000] 77432.322682680:                        ffffffff8134d96a new_slab+0x3a 		movq  -0x8(%rbp), %r12
            perf [000] 77432.322682680:                        ffffffff8134d96e new_slab+0x3e 		leaveq  
            perf [000] 77432.322682681:   tr end  return       ffffffff8134d96f new_slab+0x3f 		retq   	 IPC: 3.00 (3/1) 
            perf [000] 77432.322919603:   tr end  call         ffffffff8134d930 new_slab+0x0 		callq  0xffffffffc0970000 	 IPC: 1.00 (1/1) 
            perf [000] 77432.322922080:                        ffffffff8134d935 new_slab+0x5 		pushq  %rbp
            perf [000] 77432.322922080:                        ffffffff8134d936 new_slab+0x6 		mov %rsp, %rbp
            perf [000] 77432.322922080:                        ffffffff8134d939 new_slab+0x9 		pushq  %r12
            perf [000] 77432.322922080:                        ffffffff8134d93b new_slab+0xb 		mov %rdi, %r12
            perf [000] 77432.322922080:                        ffffffff8134d93e new_slab+0xe 		sub $0x8, %rsp
            perf [000] 77432.322922080:                        ffffffff8134d942 new_slab+0x12 		test $0xfe000006, %esi
            perf [000] 77432.322922080:   jcc                  ffffffff8134d948 new_slab+0x18 		jnz 0xffffffff8134d974
            perf [000] 77432.322922080:                        ffffffff8134d94a new_slab+0x1a 		cmpq  $0x0, 0x48(%r12)
            perf [000] 77432.322922080:   jcc                  ffffffff8134d950 new_slab+0x20 		jz 0xffffffff8134d95c
            perf [000] 77432.322922080:                        ffffffff8134d95c new_slab+0x2c 		mov %r12, %rdi
            perf [000] 77432.322922080:                        ffffffff8134d95f new_slab+0x2f 		and $0x3beee0, %esi
            perf [000] 77432.322922083:   tr end  call         ffffffff8134d965 new_slab+0x35 		callq  0xffffffff8134d4d0 	 IPC: 4.00 (12/3) 
            perf [000] 77432.322923246:                        ffffffff8134d96a new_slab+0x3a 		movq  -0x8(%rbp), %r12
            perf [000] 77432.322923246:                        ffffffff8134d96e new_slab+0x3e 		leaveq  
            perf [000] 77432.322923246:   tr end  return       ffffffff8134d96f new_slab+0x3f 		retq   	 IPC: 3.00 (3/1) 
            perf [000] 77432.323091925:   tr end  call         ffffffff8134d930 new_slab+0x0 		callq  0xffffffffc0970000 	 IPC: 1.00 (1/1) 
            perf [000] 77432.323093535:                        ffffffff8134d935 new_slab+0x5 		pushq  %rbp
            perf [000] 77432.323093535:                        ffffffff8134d936 new_slab+0x6 		mov %rsp, %rbp
            perf [000] 77432.323093535:                        ffffffff8134d939 new_slab+0x9 		pushq  %r12
            perf [000] 77432.323093535:                        ffffffff8134d93b new_slab+0xb 		mov %rdi, %r12
            perf [000] 77432.323093535:                        ffffffff8134d93e new_slab+0xe 		sub $0x8, %rsp
            perf [000] 77432.323093535:                        ffffffff8134d942 new_slab+0x12 		test $0xfe000006, %esi
            perf [000] 77432.323093535:   jcc                  ffffffff8134d948 new_slab+0x18 		jnz 0xffffffff8134d974
            perf [000] 77432.323093535:                        ffffffff8134d94a new_slab+0x1a 		cmpq  $0x0, 0x48(%r12)
            perf [000] 77432.323093535:   jcc                  ffffffff8134d950 new_slab+0x20 		jz 0xffffffff8134d95c
            perf [000] 77432.323093535:                        ffffffff8134d95c new_slab+0x2c 		mov %r12, %rdi
            perf [000] 77432.323093535:                        ffffffff8134d95f new_slab+0x2f 		and $0x3beee0, %esi
            perf [000] 77432.323093538:   tr end  call         ffffffff8134d965 new_slab+0x35 		callq  0xffffffff8134d4d0 	 IPC: 4.00 (12/3) 
            perf [000] 77432.323094668:                        ffffffff8134d96a new_slab+0x3a 		movq  -0x8(%rbp), %r12
            perf [000] 77432.323094668:                        ffffffff8134d96e new_slab+0x3e 		leaveq  
            perf [000] 77432.323094669:   tr end  return       ffffffff8134d96f new_slab+0x3f 		retq   	 IPC: 3.00 (3/1) 
            perf [000] 77432.323488674:   tr end  call         ffffffff8134d930 new_slab+0x0 		callq  0xffffffffc0970000 	 IPC: 1.00 (1/1) 
            perf [000] 77432.323491130:                        ffffffff8134d935 new_slab+0x5 		pushq  %rbp
            perf [000] 77432.323491130:                        ffffffff8134d936 new_slab+0x6 		mov %rsp, %rbp
            perf [000] 77432.323491130:                        ffffffff8134d939 new_slab+0x9 		pushq  %r12
            perf [000] 77432.323491130:                        ffffffff8134d93b new_slab+0xb 		mov %rdi, %r12
            perf [000] 77432.323491130:                        ffffffff8134d93e new_slab+0xe 		sub $0x8, %rsp
            perf [000] 77432.323491130:                        ffffffff8134d942 new_slab+0x12 		test $0xfe000006, %esi
            perf [000] 77432.323491130:   jcc                  ffffffff8134d948 new_slab+0x18 		jnz 0xffffffff8134d974
            perf [000] 77432.323491130:                        ffffffff8134d94a new_slab+0x1a 		cmpq  $0x0, 0x48(%r12)
            perf [000] 77432.323491130:   jcc                  ffffffff8134d950 new_slab+0x20 		jz 0xffffffff8134d95c
            perf [000] 77432.323491130:                        ffffffff8134d95c new_slab+0x2c 		mov %r12, %rdi
            perf [000] 77432.323491130:                        ffffffff8134d95f new_slab+0x2f 		and $0x3beee0, %esi
            perf [000] 77432.323491134:   tr end  call         ffffffff8134d965 new_slab+0x35 		callq  0xffffffff8134d4d0 	 IPC: 3.00 (12/4) 
            perf [000] 77432.323492348:                        ffffffff8134d96a new_slab+0x3a 		movq  -0x8(%rbp), %r12
            perf [000] 77432.323492348:                        ffffffff8134d96e new_slab+0x3e 		leaveq  
            perf [000] 77432.323492349:   tr end  return       ffffffff8134d96f new_slab+0x3f 		retq   	 IPC: 3.00 (3/1) 
            perf [000] 77432.323650140:   tr end  call         ffffffff8134d930 new_slab+0x0 		callq  0xffffffffc0970000 	 IPC: 1.00 (1/1) 
            perf [000] 77432.323651758:                        ffffffff8134d935 new_slab+0x5 		pushq  %rbp
            perf [000] 77432.323651758:                        ffffffff8134d936 new_slab+0x6 		mov %rsp, %rbp
            perf [000] 77432.323651758:                        ffffffff8134d939 new_slab+0x9 		pushq  %r12
            perf [000] 77432.323651758:                        ffffffff8134d93b new_slab+0xb 		mov %rdi, %r12
            perf [000] 77432.323651758:                        ffffffff8134d93e new_slab+0xe 		sub $0x8, %rsp
            perf [000] 77432.323651758:                        ffffffff8134d942 new_slab+0x12 		test $0xfe000006, %esi
            perf [000] 77432.323651758:   jcc                  ffffffff8134d948 new_slab+0x18 		jnz 0xffffffff8134d974
            perf [000] 77432.323651758:                        ffffffff8134d94a new_slab+0x1a 		cmpq  $0x0, 0x48(%r12)
            perf [000] 77432.323651758:   jcc                  ffffffff8134d950 new_slab+0x20 		jz 0xffffffff8134d95c
            perf [000] 77432.323651758:                        ffffffff8134d95c new_slab+0x2c 		mov %r12, %rdi
            perf [000] 77432.323651758:                        ffffffff8134d95f new_slab+0x2f 		and $0x3beee0, %esi
            perf [000] 77432.323651760:   tr end  call         ffffffff8134d965 new_slab+0x35 		callq  0xffffffff8134d4d0 	 IPC: 4.00 (12/3) 
            perf [000] 77432.323652822:                        ffffffff8134d96a new_slab+0x3a 		movq  -0x8(%rbp), %r12
            perf [000] 77432.323652822:                        ffffffff8134d96e new_slab+0x3e 		leaveq  
            perf [000] 77432.323652823:   tr end  return       ffffffff8134d96f new_slab+0x3f 		retq   	 IPC: 3.00 (3/1) 
            perf [000] 77432.323810247:   tr end  call         ffffffff8134d930 new_slab+0x0 		callq  0xffffffffc0970000 	 IPC: 1.00 (1/1) 
            perf [000] 77432.323811658:                        ffffffff8134d935 new_slab+0x5 		pushq  %rbp
            perf [000] 77432.323811658:                        ffffffff8134d936 new_slab+0x6 		mov %rsp, %rbp
            perf [000] 77432.323811658:                        ffffffff8134d939 new_slab+0x9 		pushq  %r12
            perf [000] 77432.323811658:                        ffffffff8134d93b new_slab+0xb 		mov %rdi, %r12
            perf [000] 77432.323811658:                        ffffffff8134d93e new_slab+0xe 		sub $0x8, %rsp
            perf [000] 77432.323811658:                        ffffffff8134d942 new_slab+0x12 		test $0xfe000006, %esi
            perf [000] 77432.323811658:   jcc                  ffffffff8134d948 new_slab+0x18 		jnz 0xffffffff8134d974
            perf [000] 77432.323811658:                        ffffffff8134d94a new_slab+0x1a 		cmpq  $0x0, 0x48(%r12)
            perf [000] 77432.323811658:   jcc                  ffffffff8134d950 new_slab+0x20 		jz 0xffffffff8134d95c
